txn_id,customer_id,txn_date,amount_myr,channel,category,merchant
T0012885,C00693,2025-12-26,135.72,ATM,Retail Shopping,MR DIY
T0014430,C00773,2025-11-23,110.44,Debit Card,Dining,Nasi Kandar House
T0007868,C00423,2026-07-15,623.46,QR Pay,Travel,MAS Booking
T0007990,C00429,2025-03-15,7153.57,ATM,Transfer,IBG Transfer
T0002303,C00124,2025-05-04,1499.27,Internet Banking,Education,TuitionPro
T0004577,C00246,2026-01-29,864.71,Branch,Education,EduBooks
T0014021,C00751,2025-06-11,5814.4,Mobile App,Transfer,IBG Transfer
T0011735,C00632,2025-06-25,200.68,ATM,Travel,AirAsia
T0000044,C00003,2026-07-15,735.29,Internet Banking,Healthcare,Watsons
T0003774,C00202,2025-03-09,679.95,Debit Card,Transfer,IBG Transfer
T0007313,C00392,2025-02-10,173.76,Internet Banking,Entertainment,TGV Movies
T0009404,C00505,2025-08-06,1700.27,QR Pay,Education,Little Genius
T0004774,C00259,2026-02-02,909.34,Debit Card,Travel,KTM Berhad
T0014808,C00792,2025-10-18,184.34,Debit Card,Dining,Sushi Express
T0012669,C00682,2025-09-30,38.31,Internet Banking,Fuel,PetroMax
T0009134,C00490,2025-04-22,194.49,ATM,Dining,Kenny's Grill
T0003432,C00184,2026-07-15,6007.26,QR Pay,Transfer,Instant Transfer
T0014416,C00773,2025-10-16,965.54,Mobile App,Cash Withdrawal,ATM Withdrawal
T0011561,C00620,2025-03-18,2906.99,ATM,Education,Little Genius
T0002642,C00141,2026-01-20,4945.16,Debit Card,Travel,Grab Rides
T0013339,C00716,2026-07-14,115.47,Debit Card,Entertainment,TGV Movies
T0001514,C00084,2026-05-01,2794.78,Branch,Travel,MAS Booking
T0009934,C00533,2026-06-26,953.02,Mobile App,Travel,Grab Rides
T0002347,C00126,2026-07-15,2443.76,Mobile App,Education,EduBooks
T0013443,C00723,2025-11-07,419.7,ATM,Healthcare,BP Healthcare
T0013842,C00744,2026-07-15,70.8,Mobile App,Retail Shopping,H&M Central
T0009900,C00531,2025-12-12,363.17,Mobile App,Education,EduBooks
T0005247,C00286,2026-07-03,134.25,ATM,Fuel,BHP Fuel
T0005129,C00279,2025-05-13,905.39,ATM,Education,EduBooks
T0005526,C00300,2025-06-09,309.57,Mobile App,Groceries,MyMart
T0008274,C00443,2026-03-01,235.69,Mobile App,Entertainment,Netflix MY
T0012189,C00658,2026-03-28,1472.48,ATM,Cash Withdrawal,ATM Withdrawal
T0002177,C00118,2026-04-04,369.42,Mobile App,Utilities,TNB Bill
T0006343,C00339,2025-10-04,150.39,Branch,Dining,Kenny's Grill
T0011641,C00625,2026-01-30,208.55,Debit Card,Entertainment,TGV Movies
T0006244,C00333,2025-10-01,3275.26,Internet Banking,Travel,Agoda MY
T0014166,C00759,2026-07-15,282.89,Debit Card,Healthcare,Guardian Pharma
T0004123,C00221,2026-07-15,568.7,Mobile App,Cash Withdrawal,ATM Withdrawal
T0003744,C00201,2025-10-22,138.98,ATM,Dining,Sushi Express
T0001100,C00060,2026-07-15,240.71,Mobile App,Telco,Maxis
T0013688,C00736,2025-05-09,95.46,ATM,Groceries,MyMart
T0012350,C00666,2026-07-15,283.56,Internet Banking,Utilities,TNB Bill
T0012078,C00652,2026-07-15,85.52,Branch,Entertainment,Netflix MY
T0014860,C00794,2025-07-09,292.14,QR Pay,Groceries,TescoLite
T0006373,C00341,2025-07-10,789.81,Debit Card,Healthcare,Watsons
T0014189,C00761,2026-07-15,652.11,Mobile App,Healthcare,Klinik Mediviron
T0000377,C00020,2025-07-25,23.22,Debit Card,Entertainment,TGV Movies
T0009733,C00522,2025-07-30,208.95,Branch,Entertainment,TGV Movies
T0006439,C00343,2025-03-12,662.42,Debit Card,Healthcare,Watsons
T0014978,C00800,2025-02-18,7524.77,QR Pay,Transfer,DuitNow Transfer
T0004595,C00248,2026-03-09,418.78,ATM,Retail Shopping,Padini Store
T0002314,C00124,2025-05-29,495.08,QR Pay,Utilities,Astro
T0003502,C00187,2025-10-18,152.61,Mobile App,Utilities,Air Selangor
T0004277,C00230,2026-07-15,50.4,Debit Card,Dining,Kenny's Grill
T0000378,C00020,2025-10-13,79.03,ATM,Groceries,GiantValue
T0000390,C00021,2026-07-15,166.66,Internet Banking,Utilities,TNB Bill
T0014335,C00768,2025-07-27,762.05,Debit Card,Travel,Agoda MY
T0001345,C00076,2025-09-24,58.14,Mobile App,Telco,Celcom
T0011395,C00613,2026-07-15,154.35,Branch,Dining,KopiTiam Central
T0009634,C00516,2025-01-17,106.43,Mobile App,Telco,U Mobile
T0012937,C00697,2026-07-15,21.29,Mobile App,Dining,Sushi Express
T0000829,C00046,2026-07-15,672.88,Internet Banking,Healthcare,BP Healthcare
T0003647,C00194,2026-05-11,125.18,Branch,Dining,KopiTiam Central
T0003075,C00164,2026-05-29,1434.87,Branch,Cash Withdrawal,ATM Withdrawal
T0009764,C00524,2025-11-08,118.8,Mobile App,Entertainment,Spotify MY
T0013553,C00730,2026-05-18,423.26,Mobile App,Travel,Agoda MY
T0010841,C00585,2026-02-10,293.64,Internet Banking,Telco,Digi
T0013654,C00735,2026-07-15,847.29,Debit Card,Retail Shopping,Padini Store
T0006681,C00357,2025-09-04,308.9,QR Pay,Healthcare,Guardian Pharma
T0004982,C00270,2025-09-20,130.27,Mobile App,Fuel,PetroMax
T0009124,C00489,2025-03-15,87.69,Mobile App,Telco,Yes 5G
T0004185,C00225,2025-03-17,227.78,QR Pay,Healthcare,Watsons
T0010545,C00568,2025-01-23,177.13,Mobile App,Dining,BurgerLab
T0002900,C00154,2025-02-12,510.55,Mobile App,Retail Shopping,Uniqlo MY
T0013586,C00731,2025-01-02,3928.83,Branch,Travel,KTM Berhad
T0004536,C00243,2025-03-26,7832.13,Debit Card,Transfer,IBG Transfer
T0009364,C00503,2025-02-11,219.81,ATM,Cash Withdrawal,ATM Withdrawal
T0011618,C00624,2026-07-06,597.48,Branch,Healthcare,Guardian Pharma
T0004494,C00241,2025-02-01,63.82,Debit Card,Telco,U Mobile
T0006029,C00323,2025-03-03,160.25,Branch,Dining,Nasi Kandar House
T0013207,C00710,2026-07-15,126.38,Mobile App,Dining,BurgerLab
T0002113,C00115,2026-07-15,416.81,Mobile App,Healthcare,BP Healthcare
T0013853,C00745,2025-04-05,150.55,Mobile App,Dining,Kenny's Grill
T0008550,C00460,2025-12-27,429.12,QR Pay,Retail Shopping,Harvey Norman
T0008966,C00480,2026-07-15,95.62,Branch,Groceries,Jaya Grocer Co
T0011133,C00600,2025-08-03,88.56,Mobile App,Telco,Maxis
T0012891,C00694,2025-07-06,129.62,Branch,Telco,Yes 5G
T0010316,C00554,2026-04-25,131.64,QR Pay,Entertainment,TGV Movies
T0011962,C00645,2026-07-15,268.5,Internet Banking,Education,Little Genius
T0011674,C00628,2026-04-12,157.53,ATM,Utilities,Air Selangor
T0002781,C00149,2025-08-22,68.36,Mobile App,Fuel,Caltex Go
T0009135,C00490,2026-01-17,249.55,ATM,Telco,Yes 5G
T0001815,C00101,2026-07-15,1447.64,QR Pay,Travel,KTM Berhad
T0010567,C00569,2025-01-19,298.99,Debit Card,Healthcare,Klinik Mediviron
T0002124,C00116,2025-12-01,1323.09,Internet Banking,Cash Withdrawal,ATM Withdrawal
T0003316,C00179,2025-07-10,142.3,Mobile App,Dining,BurgerLab
T0005330,C00290,2025-12-04,2358.44,Mobile App,Education,EduBooks
T0009716,C00521,2025-01-14,2449.6,Mobile App,Transfer,DuitNow Transfer
T0010655,C00573,2026-07-15,496.79,Internet Banking,Healthcare,Guardian Pharma
T0001993,C00110,2026-03-07,1542.56,Mobile App,Travel,MAS Booking
T0001000,C00055,2025-06-06,2731.16,Debit Card,Travel,KTM Berhad
T0001984,C00109,2025-06-30,125.09,Debit Card,Dining,KopiTiam Central
T0012667,C00682,2026-05-11,2496.04,Internet Banking,Education,Little Genius
T0013875,C00745,2026-02-13,4128.86,Debit Card,Transfer,DuitNow Transfer
T0013029,C00701,2026-07-15,24.57,ATM,Entertainment,Spotify MY
T0002898,C00154,2026-06-25,200.84,Branch,Groceries,FreshMart
T0001594,C00087,2025-11-14,1615.27,QR Pay,Travel,MAS Booking
T0009899,C00531,2026-07-15,709.34,ATM,Education,Coursera MY
T0002388,C00128,2026-06-08,70.91,Mobile App,Dining,KopiTiam Central
T0008269,C00443,2025-07-14,155.56,Debit Card,Fuel,PetroMax
T0005251,C00286,2026-07-15,1703.44,Branch,Education,Coursera MY
T0008148,C00438,2026-07-15,177.44,Debit Card,Dining,Nasi Kandar House
T0004047,C00216,2026-03-26,184.56,Mobile App,Dining,Nasi Kandar House
T0013625,C00733,2026-01-03,249.66,ATM,Telco,U Mobile
T0011614,C00623,2026-04-24,231.37,Branch,Entertainment,Spotify MY
T0012754,C00686,2026-06-02,678.19,Internet Banking,Healthcare,Klinik Mediviron
T0013998,C00750,2026-05-03,352.02,QR Pay,Utilities,Indah Water
T0007227,C00386,2026-04-12,2983.56,ATM,Travel,Agoda MY
T0012807,C00689,2026-07-15,994.87,Mobile App,Retail Shopping,Padini Store
T0010601,C00570,2026-02-03,176.79,ATM,Healthcare,Guardian Pharma
T0002304,C00124,2025-06-08,4942.75,Mobile App,Transfer,DuitNow Transfer
T0008770,C00470,2026-07-15,904.74,Debit Card,Education,EduBooks
T0002908,C00155,2026-04-14,365.59,Mobile App,Cash Withdrawal,ATM Withdrawal
T0011342,C00610,2025-12-29,390.39,Debit Card,Utilities,Astro
T0004062,C00217,2026-05-23,135.88,ATM,Retail Shopping,Harvey Norman
T0012102,C00653,2026-04-03,984.09,Mobile App,Retail Shopping,H&M Central
T0013747,C00739,2025-08-21,3677.19,Debit Card,Travel,MAS Booking
T0000971,C00053,2026-07-09,2851.37,Mobile App,Education,Coursera MY
T0001071,C00058,2025-10-09,527.99,Internet Banking,Cash Withdrawal,ATM Withdrawal
T0007554,C00406,2026-07-15,633.06,QR Pay,Retail Shopping,H&M Central
T0011002,C00593,2025-09-04,224.31,Mobile App,Entertainment,GSC Cinemas
T0012532,C00675,2026-01-21,194.71,ATM,Entertainment,Spotify MY
T0000298,C00016,2026-06-21,82.91,Internet Banking,Dining,KopiTiam Central
T0008991,C00482,2025-10-11,136.17,Internet Banking,Retail Shopping,H&M Central
T0004357,C00234,2025-10-26,4174.26,ATM,Travel,KTM Berhad
T0011172,C00602,2025-06-12,264.27,ATM,Groceries,FreshMart
T0013781,C00741,2025-11-23,207.38,Debit Card,Telco,Yes 5G
T0009621,C00515,2025-05-27,53.2,Branch,Telco,Yes 5G
T0013440,C00723,2026-07-15,466.85,Branch,Healthcare,Guardian Pharma
T0013245,C00712,2025-02-27,144.03,QR Pay,Telco,Digi
T0006554,C00349,2026-07-15,1773.15,Debit Card,Cash Withdrawal,ATM Withdrawal
T0013893,C00746,2025-02-22,698.98,Mobile App,Retail Shopping,H&M Central
T0001846,C00102,2026-07-15,154.7,Mobile App,Entertainment,Spotify MY
T0011458,C00616,2026-05-14,136.98,Internet Banking,Groceries,TescoLite
T0006390,C00341,2026-07-15,1926.69,Mobile App,Education,EduBooks
T0001887,C00104,2026-07-13,169.69,Mobile App,Telco,Yes 5G
T0005487,C00298,2025-04-02,2672.32,Internet Banking,Travel,Grab Rides
T0013538,C00729,2026-05-31,951.93,QR Pay,Cash Withdrawal,ATM Withdrawal
T0011523,C00619,2026-05-14,245.34,Debit Card,Fuel,Caltex Go
T0001740,C00096,2026-07-15,1381.18,Mobile App,Cash Withdrawal,ATM Withdrawal
T0011267,C00608,2025-02-21,1109.42,Internet Banking,Retail Shopping,MR DIY
T0008374,C00450,2026-07-15,339.68,QR Pay,Groceries,FreshMart
T0011333,C00610,2026-07-15,1172.03,Internet Banking,Retail Shopping,MR DIY
T0014517,C00777,2026-05-23,55.36,Mobile App,Utilities,Indah Water
T0012777,C00688,2026-03-21,96.71,Mobile App,Groceries,MyMart
T0009929,C00533,2026-05-01,1128.56,ATM,Education,Little Genius
T0000107,C00005,2026-04-18,742.2,Internet Banking,Education,Coursera MY
T0000749,C00041,2026-06-20,7291.11,QR Pay,Transfer,DuitNow Transfer
T0008158,C00438,2025-03-03,2088.34,Mobile App,Education,EduBooks
T0006333,C00339,2026-06-14,7761.93,Mobile App,Transfer,IBG Transfer
T0005348,C00290,2026-07-15,1670.06,Internet Banking,Education,Little Genius
T0001753,C00096,2026-07-15,182.0,QR Pay,Dining,KopiTiam Central
T0001933,C00106,2025-02-24,562.43,Mobile App,Education,Coursera MY
T0003523,C00188,2026-05-06,79.22,Debit Card,Telco,Celcom
T0012670,C00682,2026-05-13,2567.34,ATM,Education,Little Genius
T0007563,C00406,2025-11-16,287.45,ATM,Groceries,MyMart
T0011684,C00629,2025-05-22,219.11,ATM,Telco,Celcom
T0001343,C00076,2025-08-22,164.2,Branch,Dining,Kenny's Grill
T0013852,C00745,2025-06-21,84.38,QR Pay,Fuel,ShellPlus
T0001112,C00061,2026-07-15,7112.66,Branch,Transfer,Instant Transfer
T0003682,C00197,2025-07-16,280.12,Mobile App,Groceries,Jaya Grocer Co
T0013253,C00712,2026-07-15,122.68,Branch,Dining,KopiTiam Central
T0012701,C00684,2025-05-25,84.5,Debit Card,Telco,Celcom
T0004674,C00252,2026-07-15,1981.27,Mobile App,Education,EduBooks
T0012926,C00696,2026-07-15,63.96,ATM,Fuel,ShellPlus
T0013327,C00716,2026-05-03,245.9,ATM,Telco,Maxis
T0005643,C00305,2025-11-17,127.35,Mobile App,Fuel,BHP Fuel
T0010517,C00566,2025-07-13,457.75,Mobile App,Healthcare,Caring Pharm
T0014748,C00789,2025-09-23,80.95,Branch,Dining,BurgerLab
T0010463,C00563,2026-07-15,294.61,Debit Card,Utilities,Unifi
T0005912,C00318,2025-02-21,1679.32,Mobile App,Transfer,DuitNow Transfer
T0014087,C00756,2026-07-15,88.26,ATM,Travel,KTM Berhad
T0006454,C00344,2025-06-02,185.78,ATM,Dining,Nasi Kandar House
T0005966,C00320,2025-02-12,224.05,Mobile App,Fuel,BHP Fuel
T0001643,C00091,2025-10-17,103.61,Mobile App,Entertainment,GSC Cinemas
T0010967,C00591,2026-01-21,1262.15,Mobile App,Travel,KTM Berhad
T0002562,C00137,2025-05-30,224.98,Mobile App,Entertainment,GSC Cinemas
T0009930,C00533,2025-08-12,63.19,Internet Banking,Dining,KopiTiam Central
T0002225,C00119,2026-03-31,128.41,Branch,Utilities,Indah Water
T0007312,C00391,2026-05-13,96.17,Mobile App,Dining,Sushi Express
T0003294,C00177,2026-07-15,32.84,Debit Card,Dining,Kenny's Grill
T0000009,C00001,2025-09-09,561.42,Internet Banking,Healthcare,Caring Pharm
T0002132,C00116,2025-01-25,72.8,Mobile App,Dining,KopiTiam Central
T0006507,C00347,2025-05-18,2207.23,Mobile App,Education,EduBooks
T0008883,C00476,2026-01-09,4271.76,Mobile App,Travel,MAS Booking
T0010983,C00592,2025-05-20,719.98,Internet Banking,Healthcare,BP Healthcare
T0009219,C00496,2026-07-15,3356.3,Branch,Transfer,DuitNow Transfer
T0004394,C00236,2025-01-08,69.8,Branch,Dining,Nasi Kandar House
T0005522,C00300,2025-11-29,1333.72,QR Pay,Travel,Agoda MY
T0009806,C00525,2026-04-11,61.76,Mobile App,Telco,U Mobile
T0014553,C00779,2026-07-15,1313.91,Internet Banking,Cash Withdrawal,ATM Withdrawal
T0014541,C00778,2026-07-15,207.41,QR Pay,Healthcare,Klinik Mediviron
T0011692,C00630,2025-11-02,659.79,ATM,Healthcare,Klinik Mediviron
T0002341,C00125,2026-07-15,235.42,Mobile App,Utilities,TNB Bill
T0011312,C00609,2026-03-19,763.78,QR Pay,Cash Withdrawal,ATM Withdrawal
T0007719,C00415,2026-07-15,633.93,Internet Banking,Travel,Grab Rides
T0001513,C00084,2026-02-03,1597.74,ATM,Travel,Grab Rides
T0006979,C00373,2025-10-13,829.86,Mobile App,Retail Shopping,Uniqlo MY
T0003730,C00200,2025-04-23,206.09,Internet Banking,Telco,Celcom
T0002599,C00138,2026-07-15,74.84,Debit Card,Entertainment,Spotify MY
T0012460,C00672,2025-11-06,559.55,Internet Banking,Cash Withdrawal,ATM Withdrawal
T0009348,C00502,2025-01-24,90.83,Mobile App,Dining,Nasi Kandar House
T0008013,C00431,2026-02-28,1603.15,Mobile App,Cash Withdrawal,ATM Withdrawal
T0002617,C00139,2025-08-16,144.22,Debit Card,Entertainment,GSC Cinemas
T0001614,C00088,2026-07-15,1120.09,Debit Card,Retail Shopping,Padini Store
T0004734,C00256,2026-04-22,874.58,Debit Card,Education,SkillUp Academy
T0014597,C00782,2025-02-11,179.51,Debit Card,Entertainment,Spotify MY
T0012832,C00690,2026-07-15,234.43,Internet Banking,Telco,Celcom
T0009465,C00507,2026-01-10,53.91,Mobile App,Fuel,ShellPlus
T0013297,C00714,2026-05-12,179.34,Internet Banking,Groceries,GiantValue
T0006517,C00347,2025-05-24,61.91,Debit Card,Fuel,Caltex Go
T0003472,C00186,2025-12-08,132.25,Mobile App,Entertainment,TGV Movies
T0011123,C00599,2026-07-15,2872.25,ATM,Education,EduBooks
T0007948,C00427,2026-03-10,55.31,Mobile App,Telco,Maxis
T0010423,C00560,2026-07-15,37.44,ATM,Healthcare,Klinik Mediviron
T0001769,C00097,2026-06-11,307.28,Branch,Cash Withdrawal,ATM Withdrawal
T0001663,C00092,2025-02-05,2318.72,Internet Banking,Education,SkillUp Academy
T0006341,C00339,2025-09-04,109.71,ATM,Telco,Yes 5G
T0000812,C00045,2026-07-15,40.02,Internet Banking,Telco,U Mobile
T0009399,C00504,2025-12-31,310.09,ATM,Education,Little Genius
T0010566,C00569,2026-06-24,71.6,Mobile App,Groceries,MyMart
T0013797,C00742,2026-07-15,1551.29,Mobile App,Education,Coursera MY
T0008118,C00436,2025-11-11,14.36,Internet Banking,Dining,KopiTiam Central
T0012656,C00682,2026-07-15,82.54,Internet Banking,Telco,Yes 5G
T0007740,C00416,2025-11-07,53.8,Internet Banking,Dining,Kenny's Grill
T0000355,C00018,2026-04-21,42.37,Mobile App,Telco,Maxis
T0004839,C00262,2026-02-22,135.98,Mobile App,Groceries,MyMart
T0009596,C00514,2026-02-11,31.4,Mobile App,Groceries,FreshMart
T0007193,C00385,2026-03-16,245.09,ATM,Healthcare,BP Healthcare
T0004448,C00239,2026-07-15,548.94,QR Pay,Cash Withdrawal,ATM Withdrawal
T0011597,C00623,2026-05-09,4445.65,Debit Card,Transfer,DuitNow Transfer
T0013195,C00709,2026-07-15,185.54,Debit Card,Dining,Sushi Express
T0009045,C00485,2026-05-27,69.41,Mobile App,Dining,Kenny's Grill
T0011130,C00600,2026-07-15,71.37,Branch,Utilities,TNB Bill
T0012025,C00649,2025-04-09,37.78,Debit Card,Dining,Kenny's Grill
T0002291,C00123,2026-07-15,2328.92,QR Pay,Travel,AirAsia
T0014990,C00800,2025-08-22,121.0,Mobile App,Groceries,TescoLite
T0011477,C00617,2026-01-07,215.41,Mobile App,Fuel,ShellPlus
T0012490,C00673,2026-07-15,249.25,Mobile App,Fuel,Petronas Station
T0014046,C00752,2026-07-15,1726.19,Debit Card,Education,Coursera MY
T0013256,C00712,2025-10-08,37.77,Branch,Groceries,Jaya Grocer Co
T0006270,C00334,2025-04-19,116.06,Debit Card,Entertainment,TGV Movies
T0004002,C00214,2026-04-11,1105.43,Internet Banking,Retail Shopping,Padini Store
T0010326,C00555,2026-07-15,108.15,ATM,Telco,Celcom
T0010669,C00574,2025-03-26,1508.48,Debit Card,Transfer,Instant Transfer
T0007515,C00403,2025-12-04,689.45,Mobile App,Healthcare,Guardian Pharma
T0007688,C00414,2026-02-23,320.73,Branch,Groceries,Jaya Grocer Co
T0011869,C00639,2026-04-18,319.74,QR Pay,Education,SkillUp Academy
T0011928,C00643,2025-10-20,77.37,QR Pay,Fuel,PetroMax
T0006907,C00370,2025-08-25,5931.67,Mobile App,Transfer,Instant Transfer
T0003645,C00194,2025-01-08,1322.58,Internet Banking,Transfer,Instant Transfer
T0004766,C00259,2026-07-15,501.04,QR Pay,Education,TuitionPro
T0011596,C00623,2026-05-10,116.92,ATM,Fuel,BHP Fuel
T0014778,C00791,2026-07-15,369.2,ATM,Utilities,Astro
T0013836,C00744,2026-07-15,1182.43,Debit Card,Retail Shopping,Padini Store
T0001495,C00084,2025-06-17,41.04,ATM,Fuel,Caltex Go
T0008407,C00451,2026-03-09,174.05,Mobile App,Utilities,Astro
T0000035,C00002,2026-04-21,290.76,Mobile App,Telco,Yes 5G
T0001670,C00092,2025-06-02,199.33,Debit Card,Dining,KopiTiam Central
T0014414,C00772,2026-07-15,7500.65,Debit Card,Transfer,IBG Transfer
T0003674,C00196,2026-07-15,86.94,Mobile App,Entertainment,Netflix MY
T0005052,C00274,2026-07-15,179.09,Debit Card,Healthcare,Guardian Pharma
T0013401,C00720,2025-10-25,1157.57,ATM,Retail Shopping,Harvey Norman
T0007676,C00413,2025-08-08,1018.94,Mobile App,Retail Shopping,H&M Central
T0013117,C00705,2025-07-18,357.48,Debit Card,Cash Withdrawal,ATM Withdrawal
T0013434,C00722,2025-08-19,210.07,Mobile App,Fuel,ShellPlus
T0014617,C00783,2025-03-22,2979.37,QR Pay,Education,TuitionPro
T0009560,C00512,2026-05-24,225.0,Mobile App,Fuel,Petronas Station
T0000138,C00008,2026-01-05,40.58,Mobile App,Groceries,TescoLite
T0008971,C00481,2026-07-08,258.57,Mobile App,Telco,Digi
T0006870,C00368,2025-08-22,904.3,Mobile App,Retail Shopping,Padini Store
T0002444,C00131,2026-07-15,1810.08,ATM,Cash Withdrawal,ATM Withdrawal
T0002597,C00138,2025-03-13,2987.89,Mobile App,Education,EduBooks
T0007270,C00388,2026-07-15,146.74,Mobile App,Entertainment,TGV Movies
T0009259,C00498,2026-07-15,175.3,Internet Banking,Entertainment,GSC Cinemas
T0009949,C00534,2025-05-11,294.7,ATM,Groceries,MyMart
T0009072,C00487,2026-02-14,4615.97,QR Pay,Travel,AirAsia
T0005636,C00305,2026-07-15,492.78,Debit Card,Retail Shopping,Harvey Norman
T0005882,C00316,2025-08-19,1982.22,Mobile App,Travel,Grab Rides
T0004812,C00261,2025-03-30,91.21,Mobile App,Groceries,Jaya Grocer Co
T0009631,C00516,2025-02-16,384.13,Mobile App,Cash Withdrawal,ATM Withdrawal
T0002400,C00129,2025-03-12,276.3,ATM,Groceries,TescoLite
T0006293,C00337,2026-03-04,3773.22,Debit Card,Travel,AirAsia
T0008867,C00475,2025-10-23,1458.12,Debit Card,Education,SkillUp Academy
T0003160,C00170,2025-10-25,76.5,Debit Card,Dining,Kenny's Grill
T0004372,C00235,2026-07-15,202.75,QR Pay,Telco,Digi
T0008932,C00479,2026-07-15,1974.55,Branch,Cash Withdrawal,ATM Withdrawal
T0009679,C00518,2026-06-25,584.35,Branch,Healthcare,Caring Pharm
T0014089,C00756,2026-06-24,36.78,ATM,Telco,Maxis
T0007687,C00414,2025-11-25,195.89,Mobile App,Groceries,Jaya Grocer Co
T0001164,C00065,2026-04-19,159.15,Mobile App,Travel,KTM Berhad
T0005687,C00307,2025-04-24,54.59,Debit Card,Telco,Celcom
T0002301,C00124,2025-07-28,4805.43,Mobile App,Transfer,DuitNow Transfer
T0003671,C00195,2025-02-01,21.64,Branch,Retail Shopping,MR DIY
T0002940,C00156,2026-06-11,422.58,Internet Banking,Utilities,Astro
T0000289,C00015,2026-02-25,634.57,ATM,Retail Shopping,Harvey Norman
T0013705,C00737,2026-05-04,226.94,Branch,Fuel,Petronas Station
T0002056,C00113,2026-05-01,3190.91,Debit Card,Transfer,DuitNow Transfer
T0008174,C00439,2025-10-22,6232.54,Debit Card,Transfer,DuitNow Transfer
T0005474,C00297,2025-11-01,1323.59,Debit Card,Education,Coursera MY
T0007485,C00401,2025-12-19,747.81,Internet Banking,Retail Shopping,MR DIY
T0008168,C00439,2025-03-01,411.11,Debit Card,Cash Withdrawal,ATM Withdrawal
T0001716,C00095,2026-04-28,2689.56,ATM,Transfer,IBG Transfer
T0008489,C00457,2026-07-15,85.06,ATM,Telco,Yes 5G
T0003229,C00174,2026-07-15,67.23,Internet Banking,Fuel,ShellPlus
T0009865,C00529,2026-03-25,1660.06,Branch,Cash Withdrawal,ATM Withdrawal
T0007275,C00388,2025-09-15,617.61,Branch,Cash Withdrawal,ATM Withdrawal
T0014261,C00764,2025-03-09,139.26,Mobile App,Fuel,Caltex Go
T0006385,C00341,2025-10-27,217.77,Mobile App,Fuel,PetroMax
T0001149,C00063,2026-07-13,790.34,Branch,Transfer,Instant Transfer
T0000940,C00052,2025-07-11,458.63,Mobile App,Cash Withdrawal,ATM Withdrawal
T0012303,C00664,2025-02-03,45.98,Branch,Entertainment,TGV Movies
T0007824,C00421,2025-03-29,660.01,Debit Card,Retail Shopping,MR DIY
T0013499,C00727,2025-12-20,157.36,Debit Card,Groceries,TescoLite
T0005077,C00276,2025-01-23,138.27,Internet Banking,Dining,Nasi Kandar House
T0002282,C00123,2026-04-05,184.4,Debit Card,Dining,Sushi Express
T0008287,C00443,2026-07-15,47.88,Debit Card,Healthcare,Guardian Pharma
T0002702,C00144,2026-01-21,6157.57,Branch,Transfer,IBG Transfer
T0004260,C00229,2025-04-17,200.12,Internet Banking,Entertainment,Steam
T0003742,C00201,2026-03-10,254.92,Internet Banking,Utilities,TNB Bill
T0004238,C00228,2026-07-15,2624.23,Mobile App,Travel,Agoda MY
T0003816,C00205,2026-02-04,129.0,Internet Banking,Groceries,TescoLite
T0010111,C00543,2025-08-19,1482.41,QR Pay,Cash Withdrawal,ATM Withdrawal
T0004639,C00250,2025-10-26,176.28,Mobile App,Telco,Maxis
T0001061,C00057,2026-01-08,1256.17,Mobile App,Education,TuitionPro
T0007407,C00397,2026-07-15,1132.87,Debit Card,Travel,AirAsia
T0014502,C00776,2025-09-14,656.72,Debit Card,Healthcare,BP Healthcare
T0003995,C00213,2025-09-21,1009.77,Mobile App,Education,Little Genius
T0006846,C00367,2025-12-06,763.71,Mobile App,Education,Coursera MY
T0013523,C00728,2026-07-15,651.21,QR Pay,Healthcare,Watsons
T0005263,C00287,2026-07-15,259.14,Debit Card,Telco,Yes 5G
T0004576,C00246,2026-05-19,320.39,Internet Banking,Healthcare,BP Healthcare
T0012552,C00676,2026-04-01,403.1,Mobile App,Utilities,Indah Water
T0004936,C00268,2026-07-15,123.64,Mobile App,Entertainment,Netflix MY
T0007292,C00391,2026-02-17,556.12,Debit Card,Retail Shopping,Padini Store
T0002223,C00119,2025-07-15,4305.21,QR Pay,Transfer,DuitNow Transfer
T0002771,C00149,2026-04-16,237.44,Mobile App,Healthcare,Watsons
T0002073,C00113,2025-07-02,5074.38,Branch,Transfer,DuitNow Transfer
T0011725,C00632,2025-08-21,207.42,Debit Card,Groceries,TescoLite
T0009105,C00489,2025-11-10,821.0,QR Pay,Retail Shopping,Harvey Norman
T0013755,C00740,2026-07-15,2673.27,ATM,Education,SkillUp Academy
T0002986,C00159,2025-09-26,30.25,ATM,Retail Shopping,Uniqlo MY
T0013307,C00714,2025-05-19,1204.05,Mobile App,Cash Withdrawal,ATM Withdrawal
T0006630,C00354,2025-07-08,286.12,Debit Card,Telco,Yes 5G
T0007812,C00420,2025-05-25,515.84,Mobile App,Healthcare,Guardian Pharma
T0007714,C00415,2025-06-01,41.93,ATM,Groceries,MyMart
T0014258,C00764,2026-07-15,2218.83,Internet Banking,Travel,KTM Berhad
T0014091,C00756,2025-09-11,44.43,Debit Card,Healthcare,Watsons
T0002864,C00153,2025-02-27,217.22,Internet Banking,Telco,Celcom
T0003431,C00184,2026-02-27,6334.08,Debit Card,Transfer,DuitNow Transfer
T0009386,C00504,2025-11-24,349.55,Debit Card,Utilities,Unifi
T0014098,C00756,2026-07-15,67.02,ATM,Dining,Nasi Kandar House
