account_id,customer_id,product_id,balance_myr,open_date,status
A001055,C00560,P03,26689.89,2025-01-19,Active
A001056,C00560,P01,33775.6,2025-12-12,Active
A001057,C00560,P02,223406.83,2024-12-24,Active
A001058,C00561,P06,-45475.69,2025-12-13,Active
A001059,C00561,P01,38919.58,2025-06-10,Active
A001060,C00561,P02,109097.43,2026-07-31,Active
A001061,C00561,P11,3483.71,2024-01-19,Active
A001062,C00562,P03,6869.77,2014-07-28,Active
A001063,C00562,P01,30587.82,2024-09-12,Active
A001064,C00563,P01,36814.17,2020-01-20,Closed
A001065,C00563,P10,-9111.42,2023-01-19,Active
A001066,C00564,P03,39090.39,2024-12-11,Active
A001067,C00564,P01,2119.71,2023-06-16,Active
A001068,C00564,P02,99703.68,2022-01-16,Active
A001069,C00565,P01,12247.69,2025-06-16,Active
A001070,C00565,P05,-103829.38,2026-11-02,Active
A001071,C00566,P03,9107.48,2018-11-22,Active
A001072,C00566,P01,4218.23,2016-05-09,Active
A001073,C00567,P01,50759.41,2024-08-05,Active
A001074,C00567,P02,28544.59,2026-01-22,Active
A001075,C00568,P01,28720.41,2024-12-13,Active
A001076,C00569,P04,-22636.98,2022-11-07,Active
A001077,C00569,P01,25428.99,2025-03-01,Active
A001078,C00569,P06,-105148.82,2019-03-13,Active
A001079,C00570,P01,1723.95,2025-02-03,Dormant
A001080,C00570,P02,222738.0,2020-02-19,Active
A001081,C00571,P01,43178.54,2017-08-25,Active
A001082,C00571,P06,-68551.57,2022-03-22,Dormant
A001083,C00571,P10,-2665.97,2016-06-24,Active
A001084,C00572,P04,-28461.38,2016-11-23,Dormant
A001085,C00572,P01,25252.74,2014-03-24,Active
A001086,C00573,P03,23845.17,2020-08-23,Active
A001087,C00573,P01,11484.1,2023-06-16,Active
A001088,C00574,P04,-20568.15,2024-06-23,Active
A001089,C00574,P01,24555.17,2019-01-04,Active
A001090,C00575,P01,45566.83,2023-05-04,Active
A001091,C00576,P03,8390.62,2017-10-31,Active
A001092,C00576,P01,14590.15,2022-02-11,Active
A001093,C00576,P02,82303.29,2025-10-29,Active
A001094,C00577,P04,-26886.11,2023-10-10,Active
A001095,C00577,P01,40829.19,2019-10-31,Active
A001096,C00578,P04,-22500.26,2025-08-02,Active
A001097,C00578,P01,7614.84,2022-01-26,Active
A001098,C00579,P01,23082.83,2024-05-19,Active
A001099,C00580,P01,6177.08,2021-05-30,Active
A001100,C00580,P02,97532.64,2021-04-02,Active
A001101,C00581,P04,-27210.62,2021-08-18,Active
A001102,C00581,P06,-65492.5,2026-02-09,Active
A001103,C00581,P01,56756.31,2026-06-02,Active
A001104,C00581,P02,246635.1,2024-06-11,Active
A001105,C00582,P01,42569.4,2020-02-19,Active
A001106,C00582,P06,-94079.41,2022-04-13,Active
A001107,C00583,P03,2541.41,2025-01-04,Dormant
A001108,C00583,P01,32793.89,2025-10-27,Dormant
A001109,C00584,P01,7663.03,2026-06-07,Dormant
A001110,C00585,P01,34469.76,2024-06-05,Active
A001111,C00586,P03,70415.89,2026-08-13,Active
A001112,C00586,P05,-247205.13,2026-08-27,Closed
A001113,C00586,P01,45042.58,2026-09-11,Dormant
A001114,C00586,P04,-13410.26,2026-07-06,Active
A001115,C00586,P11,22058.42,2026-07-15,Dormant
A001116,C00587,P03,8684.38,2021-10-13,Active
A001117,C00587,P01,38411.72,2025-01-15,Active
A001118,C00587,P06,-83152.68,2023-08-24,Active
A001119,C00587,P04,-6506.48,2025-12-03,Active
A001120,C00588,P01,6885.2,2013-05-19,Active
A001121,C00588,P10,-12822.93,2022-01-27,Active
A001122,C00589,P01,26748.15,2023-08-23,Active
A001123,C00589,P10,-11182.27,2023-10-25,Active
A001124,C00590,P01,46218.61,2022-01-23,Active
A001125,C00591,P04,-13143.8,2024-12-03,Active
A001126,C00591,P01,3218.08,2024-03-04,Active
A001127,C00592,P01,11187.95,2025-06-29,Active
A001128,C00592,P02,78922.25,2023-06-11,Active
A001129,C00593,P04,-24634.67,2025-03-14,Active
A001130,C00593,P01,26102.3,2025-09-04,Active
A001131,C00594,P04,-20680.41,2017-01-15,Active
A001132,C00594,P03,7646.86,2022-01-19,Dormant
A001133,C00594,P01,8036.44,2018-03-01,Active
A001134,C00594,P05,-197413.94,2024-07-03,Dormant
A001135,C00595,P01,5976.92,2025-12-23,Active
A001136,C00596,P03,16490.87,2025-05-04,Active
A001137,C00596,P01,17466.98,2020-12-02,Active
A001138,C00597,P03,46619.98,2016-10-03,Active
A001139,C00597,P01,6495.05,2020-02-22,Active
A001140,C00597,P06,-73945.34,2015-11-25,Active
A001141,C00598,P03,25688.68,2020-08-23,Active
A001142,C00598,P01,63153.62,2022-05-03,Active
A001143,C00598,P10,-2392.39,2021-07-24,Active
A001144,C00599,P01,30186.62,2026-03-22,Active
A001145,C00599,P10,-2826.47,2018-05-13,Active
A001146,C00600,P01,17489.7,2013-08-13,Active
A001147,C00601,P01,28272.27,2026-06-17,Active
A001148,C00602,P03,19169.12,2023-10-21,Dormant
A001149,C00602,P01,10451.0,2024-07-05,Active
A001150,C00603,P04,-6542.67,2015-08-27,Active
A001151,C00603,P01,5650.94,2026-01-24,Active
A001152,C00603,P06,-109673.04,2022-03-02,Active
A001153,C00604,P01,28703.16,2025-08-03,Active
A001154,C00604,P11,74876.72,2022-11-16,Dormant
A001155,C00605,P01,13565.06,2022-12-07,Active
A001156,C00606,P01,17761.25,2022-12-31,Active
A001157,C00606,P02,97057.48,2022-12-08,Active
A001158,C00607,P03,29660.19,2025-12-14,Active
A001159,C00607,P01,42169.01,2026-10-06,Dormant
A001160,C00607,P04,-5947.1,2026-07-01,Active
A001161,C00608,P01,33650.65,2018-11-15,Closed
A001162,C00608,P02,157194.34,2019-03-25,Active
A001163,C00609,P04,-23837.08,2023-04-11,Active
A001164,C00609,P01,23048.4,2025-12-06,Active
A001165,C00611,P03,40325.81,2024-01-01,Active
A001166,C00611,P01,53636.92,2023-06-01,Active
A001167,C00611,P02,171820.15,2018-07-18,Closed
A001168,C00612,P04,-21953.98,2019-12-20,Active
A001169,C00612,P01,50278.46,2022-11-22,Active
A001170,C00613,P01,19655.51,2022-11-13,Active
A001171,C00613,P06,-36703.99,2024-11-15,Active
A001172,C00614,P01,24989.18,2021-05-05,Active
A001173,C00615,P04,-22379.31,2025-07-10,Active
A001174,C00615,P01,2237.48,2023-09-21,Active
A001175,C00615,P02,146597.2,2023-05-11,Active
A001176,C00616,P01,36108.96,2022-10-04,Active
A001177,C00617,P01,52001.61,2026-12-18,Active
A001178,C00618,P06,-108759.8,2025-07-16,Active
A001179,C00618,P01,35579.29,2024-02-08,Active
A001180,C00618,P02,145366.1,2020-04-28,Active
A001181,C00619,P03,47620.62,2024-04-27,Dormant
A001182,C00619,P01,2887.49,2018-03-02,Active
A001183,C00620,P03,26578.01,2026-07-31,Active
A001184,C00620,P01,23040.27,2023-12-01,Active
A001185,C00620,P04,-7229.88,2026-07-23,Active
A001186,C00621,P01,14364.21,2019-02-24,Active
A001187,C00622,P01,33517.57,2017-06-19,Active
A001188,C00622,P10,-2040.16,2023-11-08,Active
A001189,C00623,P01,59941.14,2012-02-09,Active
A001190,C00624,P01,19073.92,2024-02-17,Active
A001191,C00624,P02,115042.57,2026-11-16,Active
A001192,C00625,P01,8300.22,2024-09-26,Active
A001193,C00626,P01,41987.88,2023-05-31,Active
A001194,C00627,P03,55790.25,2026-11-20,Active
A001195,C00627,P01,45381.17,2025-07-25,Active
A001196,C00628,P06,-31729.44,2025-07-04,Active
A001197,C00628,P01,60290.34,2016-06-01,Active
A001198,C00628,P02,50845.77,2022-01-14,Closed
A001199,C00628,P11,53756.91,2016-07-15,Active
A001200,C00629,P04,-16143.99,2025-11-21,Active
A001201,C00629,P01,42352.2,2020-07-28,Active
A001202,C00629,P10,-4499.95,2026-07-24,Dormant
A001203,C00629,P05,-99150.18,2024-01-30,Dormant
A001204,C00630,P01,19042.05,2023-12-14,Dormant
A001205,C00631,P04,-23145.62,2025-12-15,Dormant
A001206,C00631,P01,22874.12,2025-11-01,Active
A001207,C00632,P03,56782.49,2018-12-17,Active
A001208,C00632,P01,12046.1,2023-03-24,Active
A001209,C00633,P03,15155.79,2025-02-22,Active
A001210,C00633,P01,19979.39,2013-09-20,Dormant
A001211,C00634,P03,37488.24,2019-06-24,Active
A001212,C00634,P01,25045.82,2026-11-23,Active
A001213,C00634,P04,-27039.42,2020-06-18,Active
A001214,C00635,P04,-23410.24,2024-01-22,Active
A001215,C00635,P01,53503.2,2024-07-03,Active
A001216,C00635,P02,159650.8,2023-07-05,Active
A001217,C00636,P03,32478.74,2023-06-05,Dormant
A001218,C00636,P01,38624.5,2026-05-13,Active
A001219,C00637,P03,38100.12,2022-08-02,Active
A001220,C00637,P01,53372.56,2025-06-24,Active
A001221,C00638,P04,-16170.02,2024-12-05,Active
A001222,C00638,P01,37808.33,2024-07-15,Closed
A001223,C00639,P01,40344.69,2025-01-31,Active
A001224,C00639,P05,-129380.81,2021-12-01,Active
A001225,C00640,P01,12076.08,2020-05-28,Active
A001226,C00640,P10,-9722.09,2019-07-25,Dormant
A001227,C00641,P01,4042.65,2023-03-13,Active
A001228,C00641,P05,-89416.19,2024-10-27,Active
A001229,C00642,P01,46626.62,2026-12-24,Active
A001230,C00642,P05,-237093.38,2023-10-02,Active
A001231,C00643,P01,55689.5,2024-04-25,Active
A001232,C00643,P10,-6061.38,2022-03-27,Active
A001233,C00644,P01,11308.42,2022-11-02,Active
A001234,C00644,P10,-8201.71,2020-07-25,Active
A001235,C00645,P01,29278.09,2026-10-25,Active
A001236,C00646,P01,15374.94,2022-03-25,Active
A001237,C00647,P01,19752.2,2026-04-02,Active
A001238,C00648,P04,-22621.53,2014-11-05,Active
A001239,C00648,P01,41023.07,2015-02-15,Closed
A001240,C00649,P01,55492.33,2020-11-28,Dormant
A001241,C00650,P03,5619.43,2025-06-15,Active
A001242,C00650,P01,9861.59,2023-07-25,Active
A001243,C00650,P06,-28271.74,2022-12-15,Active
A001244,C00651,P01,26963.7,2026-03-01,Active
A001245,C00651,P10,-14960.56,2025-07-26,Active
A001246,C00652,P01,55957.25,2026-11-18,Active
A001247,C00653,P04,-7501.02,2021-12-26,Active
A001248,C00653,P01,44218.23,2025-05-13,Active
A001249,C00654,P01,11852.45,2025-03-30,Active
A001250,C00655,P03,38336.95,2025-01-02,Active
A001251,C00655,P01,4996.81,2025-08-13,Closed
A001252,C00656,P01,36611.68,2025-08-05,Active
A001253,C00656,P02,132722.9,2024-05-10,Active
A001254,C00657,P01,40622.66,2026-10-12,Active
A001255,C00657,P06,-23629.79,2023-01-13,Active
A001256,C00658,P04,-8123.9,2018-11-03,Dormant
A001257,C00658,P01,55431.1,2020-02-28,Active
A001258,C00659,P01,26006.24,2024-03-02,Active
A001259,C00660,P03,16256.95,2026-08-02,Active
A001260,C00660,P01,68392.43,2026-12-01,Active
A001261,C00661,P03,25407.0,2021-04-07,Active
A001262,C00661,P01,19735.92,2015-01-07,Active
A001263,C00662,P01,60666.36,2026-01-09,Active
A001264,C00662,P10,-13509.31,2025-10-01,Active
A001265,C00663,P03,49824.09,2025-12-18,Active
A001266,C00663,P01,4771.81,2026-05-03,Dormant
A001267,C00664,P03,50133.8,2022-07-30,Dormant
A001268,C00664,P01,63197.79,2024-03-10,Dormant
A001269,C00664,P02,161222.5,2024-07-21,Active
A001270,C00664,P11,46460.79,2022-10-02,Active
A001271,C00665,P01,62688.79,2021-09-23,Dormant
A001272,C00666,P03,23380.2,2018-10-25,Closed
A001273,C00666,P01,18741.93,2021-04-03,Active
A001274,C00667,P03,53944.57,2020-04-13,Dormant
A001275,C00667,P01,21201.47,2021-04-20,Active
A001276,C00668,P01,47479.28,2024-10-12,Dormant
A001277,C00669,P01,39039.8,2026-12-28,Active
A001278,C00669,P10,-10084.73,2026-09-21,Active
A001279,C00670,P01,41750.72,2024-06-05,Active
A001280,C00671,P01,2646.41,2025-08-02,Active
A001281,C00672,P04,-12466.4,2025-01-26,Active
A001282,C00672,P01,11878.81,2026-03-03,Active
A001283,C00673,P03,35133.86,2018-06-27,Active
A001284,C00673,P06,-100940.49,2018-01-24,Active
A001285,C00673,P01,38795.28,2017-11-06,Active
A001286,C00673,P02,85260.91,2021-10-09,Active
A001287,C00674,P01,45797.03,2023-07-24,Dormant
A001288,C00675,P01,34343.1,2023-03-09,Active
A001289,C00676,P01,3176.31,2024-07-19,Active
A001290,C00677,P04,-7911.93,2022-08-19,Active
A001291,C00677,P01,3736.82,2018-03-17,Dormant
A001292,C00678,P01,39257.0,2022-11-06,Active
A001293,C00678,P02,11133.06,2020-12-22,Dormant
A001294,C00679,P03,18433.62,2025-05-03,Active
A001295,C00679,P01,34206.7,2020-04-30,Active
A001296,C00679,P06,-69527.93,2014-04-07,Dormant
A001297,C00680,P03,32529.49,2019-01-07,Active
A001298,C00680,P01,41019.96,2023-03-17,Dormant
A001299,C00680,P05,-82623.66,2024-02-19,Active
A001300,C00681,P03,33139.23,2025-05-25,Closed
A001301,C00681,P01,39904.9,2025-10-18,Active
A001302,C00682,P01,30283.39,2026-09-14,Dormant
A001303,C00683,P01,7663.52,2024-03-01,Active
A001304,C00684,P03,40861.14,2025-03-22,Active
A001305,C00684,P01,46309.66,2026-01-23,Active
A001306,C00685,P01,48710.4,2022-11-05,Dormant
A001307,C00685,P10,-11117.5,2024-04-22,Active
A001308,C00686,P01,24657.13,2023-05-05,Active
A001309,C00687,P01,27874.24,2021-10-20,Active
A001310,C00688,P03,12873.9,2016-02-28,Dormant
A001311,C00688,P01,10663.07,2017-09-21,Active
A001312,C00689,P01,15632.82,2025-05-29,Active
A001313,C00690,P01,22667.11,2024-07-17,Active
A001314,C00691,P03,11537.67,2023-05-06,Active
A001315,C00691,P01,15559.27,2025-09-11,Active
A001316,C00692,P01,33123.06,2020-02-23,Active
A001317,C00693,P01,41728.51,2022-02-04,Active
A001318,C00694,P03,23491.26,2026-05-14,Active
A001319,C00694,P01,51750.12,2026-08-29,Active
A001320,C00694,P10,-13735.78,2026-05-31,Active
A001321,C00695,P01,599.94,2020-12-03,Active
A001322,C00696,P01,10259.31,2017-02-19,Active
A001323,C00696,P10,-4014.44,2018-05-24,Active
A001324,C00697,P01,10712.4,2023-12-04,Active
A001325,C00698,P01,51640.82,2019-10-15,Active
A001326,C00698,P10,-1898.34,2018-03-23,Active
A001327,C00699,P04,-7238.98,2022-10-11,Active
A001328,C00699,P01,18055.84,2022-11-07,Active
A001329,C00700,P01,16288.48,2023-10-12,Active
A001330,C00701,P01,53289.94,2026-10-03,Active
A001331,C00701,P06,-68928.47,2026-11-03,Active
A001332,C00702,P03,12051.67,2019-05-20,Active
A001333,C00702,P01,47487.07,2018-12-15,Active
A001334,C00703,P01,10950.39,2023-11-07,Active
A001335,C00704,P04,-6591.11,2022-11-06,Active
A001336,C00704,P01,21703.51,2019-03-04,Active
A001337,C00704,P05,-244249.48,2021-07-10,Active
A001338,C00705,P01,26438.82,2026-11-30,Active
A001339,C00706,P03,4678.97,2016-10-16,Active
A001340,C00706,P01,45633.57,2020-11-13,Active
A001341,C00707,P03,3554.99,2024-08-08,Active
A001342,C00707,P01,17622.72,2024-11-07,Active
A001343,C00708,P01,21936.3,2026-11-05,Dormant
A001344,C00709,P06,-95468.3,2025-01-28,Active
A001345,C00710,P04,-19150.97,2022-09-03,Active
A001346,C00710,P01,56472.35,2023-09-18,Active
A001347,C00710,P10,-8158.43,2025-11-27,Active
A001348,C00711,P03,12566.82,2025-08-02,Active
A001349,C00711,P01,5554.37,2026-11-14,Active
A001350,C00712,P01,41168.95,2023-06-22,Active
A001351,C00713,P03,11177.41,2021-07-24,Active
A001352,C00713,P01,53008.73,2022-08-10,Active
A001353,C00713,P02,27224.79,2019-11-18,Active
A001354,C00713,P10,-11661.74,2020-02-24,Closed
A001355,C00714,P03,23934.21,2026-03-21,Active
A001356,C00714,P01,59852.9,2026-09-19,Active
A001357,C00714,P11,50900.48,2026-05-24,Active
A001358,C00715,P01,10438.41,2024-06-06,Active
A001359,C00715,P02,98195.77,2026-06-01,Dormant
A001360,C00715,P10,-4226.08,2024-02-26,Active
A001361,C00716,P01,47749.69,2025-11-16,Active
A001362,C00717,P01,24233.28,2021-07-01,Active
A001363,C00718,P01,29565.7,2025-03-25,Active
A001364,C00718,P10,-14456.74,2024-11-25,Active
A001365,C00719,P01,34974.75,2024-03-20,Active
A001366,C00720,P03,41230.79,2022-04-10,Active
A001367,C00720,P05,-207505.72,2020-12-15,Active
A001368,C00720,P01,43543.18,2022-05-20,Active
A001369,C00720,P10,-13556.9,2020-11-22,Active
A001370,C00720,P04,-16498.52,2023-10-22,Dormant
A001371,C00721,P03,15456.96,2025-08-28,Active
A001372,C00721,P01,23140.0,2026-11-06,Active
A001373,C00722,P01,17871.27,2023-09-04,Active
A001374,C00723,P01,590.52,2023-08-31,Active
A001375,C00724,P01,26864.75,2015-05-21,Active
A001376,C00725,P01,17833.88,2026-01-12,Active
A001377,C00726,P01,12752.16,2023-10-28,Active
A001378,C00726,P02,75886.4,2022-04-22,Active
A001379,C00726,P11,10501.64,2022-04-16,Active
A001380,C00727,P04,-20142.6,2023-02-14,Active
A001381,C00727,P01,7565.09,2026-09-02,Active
A001382,C00728,P01,7262.24,2026-05-21,Active
A001383,C00729,P03,7072.96,2026-03-03,Closed
A001384,C00729,P05,-155992.38,2026-03-25,Dormant
A001385,C00729,P01,55732.97,2026-04-24,Closed
A001386,C00729,P10,-11365.03,2026-07-30,Active
A001387,C00729,P02,74594.38,2026-04-12,Active
A001388,C00730,P04,-14450.1,2023-07-20,Dormant
A001389,C00730,P01,17392.0,2024-04-28,Dormant
A001390,C00730,P02,177259.4,2026-11-21,Active
A001391,C00730,P05,-242744.97,2024-10-28,Active
A001392,C00731,P01,23397.06,2022-08-19,Active
A001393,C00731,P02,122906.93,2015-07-27,Active
A001394,C00732,P01,43828.91,2024-06-13,Active
A001395,C00732,P02,125317.35,2026-06-09,Active
A001396,C00733,P01,43336.56,2024-03-07,Dormant
A001397,C00733,P06,-72751.35,2026-05-08,Dormant
A001398,C00734,P01,11773.11,2026-07-06,Active
A001399,C00734,P11,71513.71,2026-01-18,Dormant
A001400,C00735,P01,19143.65,2019-02-03,Dormant
A001401,C00736,P06,-35581.14,2022-02-18,Active
A001402,C00736,P01,19529.53,2023-10-30,Active
A001403,C00736,P02,147125.75,2026-05-13,Active
A001404,C00736,P11,55419.73,2023-07-05,Active
A001405,C00737,P01,54783.45,2026-12-12,Active
A001406,C00737,P02,143457.38,2026-09-28,Dormant
A001407,C00738,P03,34940.59,2026-03-30,Dormant
A001408,C00738,P01,7156.3,2024-03-06,Active
A001409,C00739,P01,36787.25,2026-02-08,Active
A001410,C00740,P03,40704.61,2024-06-07,Active
A001411,C00740,P01,24603.31,2023-08-21,Closed
A001412,C00740,P10,-3352.2,2023-05-11,Active
A001413,C00741,P01,2276.81,2025-02-11,Active
A001414,C00742,P01,52578.14,2013-06-03,Active
A001415,C00743,P01,45293.92,2019-09-30,Active
A001416,C00743,P02,41834.69,2019-02-09,Active
A001417,C00744,P06,-82175.27,2022-01-17,Active
A001418,C00744,P01,10486.94,2025-04-27,Active
A001419,C00744,P02,48589.51,2019-10-15,Active
A001420,C00745,P01,61903.75,2019-03-19,Active
A001421,C00745,P10,-12483.9,2023-09-23,Active
A001422,C00746,P01,29104.33,2025-12-06,Active
A001423,C00747,P02,56643.74,2026-11-05,Dormant
A001424,C00748,P03,18045.48,2026-05-15,Active
A001425,C00748,P01,35325.94,2024-09-08,Active
A001426,C00749,P03,14692.58,2022-09-23,Active
A001427,C00749,P01,7449.79,2025-05-28,Active
A001428,C00750,P03,4201.34,2022-09-24,Active
A001429,C00750,P06,-93842.06,2023-04-16,Active
A001430,C00751,P01,794.6,2023-06-30,Active
A001431,C00751,P10,-2349.26,2018-08-14,Active
A001432,C00752,P01,6226.37,2026-05-31,Active
A001433,C00753,P01,55961.24,2021-10-13,Active
A001434,C00753,P10,-8335.37,2021-01-06,Active
A001435,C00754,P01,21088.88,2026-06-06,Dormant
A001436,C00755,P03,32944.43,2017-11-23,Active
A001437,C00755,P01,16704.5,2016-09-16,Active
A001438,C00756,P03,11093.24,2024-04-18,Active
A001439,C00756,P01,5844.88,2024-03-29,Active
A001440,C00756,P10,-757.45,2026-06-24,Active
A001441,C00757,P01,35450.58,2024-12-31,Active
A001442,C00757,P06,-26043.61,2017-04-15,Active
A001443,C00758,P01,32526.47,2015-07-21,Active
A001444,C00758,P10,-2572.33,2016-04-15,Active
A001445,C00759,P01,30775.53,2024-12-28,Active
A001446,C00760,P04,-10450.62,2018-04-09,Active
A001447,C00760,P01,11046.14,2018-09-26,Active
A001448,C00760,P06,-86768.92,2026-10-31,Active
A001449,C00760,P05,-108769.27,2023-10-31,Active
A001450,C00761,P01,28695.2,2019-05-22,Active
A001451,C00762,P03,3470.5,2014-02-14,Active
A001452,C00762,P01,39889.13,2021-03-24,Active
A001453,C00762,P02,44288.6,2026-02-20,Dormant
A001454,C00763,P01,2145.75,2026-03-04,Active
A001455,C00764,P01,36360.89,2013-09-17,Active
A001456,C00764,P06,-36393.83,2022-09-19,Dormant
A001457,C00764,P05,-244938.01,2014-09-24,Active
A001458,C00765,P03,4233.11,2025-08-08,Active
A001459,C00765,P01,475.6,2026-11-16,Closed
A001460,C00765,P04,-26194.82,2026-02-06,Dormant
A001461,C00766,P01,38187.94,2022-11-24,Active
A001462,C00767,P01,48602.79,2026-11-19,Active
A001463,C00768,P01,38860.71,2026-03-27,Active
A001464,C00768,P06,-43137.12,2025-07-05,Active
A001465,C00768,P05,-241525.49,2025-11-09,Active
A001466,C00769,P03,30231.16,2023-07-08,Dormant
A001467,C00769,P01,14175.16,2021-06-06,Closed
A001468,C00770,P01,23451.94,2024-09-10,Active
A001469,C00771,P03,17413.82,2025-10-22,Active
A001470,C00771,P01,21299.28,2023-08-09,Active
A001471,C00771,P02,9040.23,2024-08-24,Active
A001472,C00772,P01,44606.83,2022-08-19,Active
A001473,C00772,P10,-6220.34,2017-12-23,Active
A001474,C00773,P03,27955.05,2026-07-21,Active
A001475,C00773,P01,47174.92,2026-06-29,Active
A001476,C00774,P01,69484.79,2019-11-04,Active
A001477,C00774,P02,41785.78,2019-03-06,Active
A001478,C00774,P11,6104.19,2024-09-18,Active
A001479,C00775,P01,17023.49,2026-07-18,Active
A001480,C00776,P01,29081.28,2025-01-29,Active
A001481,C00777,P03,11655.08,2026-06-19,Active
A001482,C00777,P01,31993.22,2024-03-22,Active
A001483,C00778,P03,50427.09,2023-09-25,Dormant
A001484,C00778,P01,29524.46,2026-05-24,Active
A001485,C00778,P02,90351.98,2024-09-06,Active
A001486,C00778,P10,-5271.83,2021-12-24,Active
A001487,C00779,P01,13641.06,2023-05-04,Active
A001488,C00779,P02,152756.92,2023-02-17,Active
A001489,C00779,P10,-8085.08,2022-02-28,Active
A001490,C00780,P01,47543.48,2023-03-09,Active
A001491,C00781,P01,18650.03,2023-04-02,Active
A001492,C00781,P06,-73819.47,2025-09-06,Active
A001493,C00782,P04,-16158.17,2026-05-15,Active
A001494,C00782,P01,46640.11,2018-10-23,Active
A001495,C00782,P06,-43154.55,2012-02-15,Closed
A001496,C00783,P01,1123.77,2021-03-04,Active
A001497,C00783,P02,107375.84,2021-08-17,Dormant
A001498,C00783,P11,29340.57,2016-12-19,Dormant
A001499,C00784,P01,45941.45,2021-06-08,Active
A001500,C00784,P06,-20705.26,2024-03-18,Active
A001501,C00785,P01,29092.48,2022-06-24,Active
A001502,C00786,P01,10121.27,2026-08-20,Active
A001503,C00786,P02,78921.75,2026-09-18,Dormant
A001504,C00787,P01,922.02,2015-11-09,Active
A001505,C00788,P03,44054.75,2026-06-26,Active
A001506,C00788,P01,15299.02,2017-09-23,Dormant
A001507,C00788,P02,38509.58,2016-12-22,Active
A001508,C00788,P04,-8650.37,2022-07-18,Closed
A001509,C00789,P01,63024.95,2025-07-02,Active
A001510,C00790,P01,51629.39,2026-01-30,Active
A001511,C00791,P03,52422.13,2018-01-01,Active
A001512,C00791,P01,34272.97,2025-03-17,Closed
A001513,C00791,P10,-12322.78,2023-10-12,Active
A001514,C00791,P04,-21819.13,2025-09-23,Active
A001515,C00792,P01,37546.62,2025-08-25,Active
A001516,C00792,P02,202949.3,2022-08-03,Active
A001517,C00792,P10,-8217.4,2025-03-23,Active
A001518,C00793,P03,50026.71,2021-05-22,Active
A001519,C00793,P01,40228.55,2026-07-31,Active
A001520,C00793,P10,-12689.39,2023-06-09,Active
A001521,C00794,P01,39316.67,2015-04-06,Active
A001522,C00795,P01,8832.02,2022-12-11,Active
A001523,C00796,P04,-13851.12,2025-07-20,Dormant
A001524,C00796,P01,6014.56,2021-09-16,Active
A001525,C00797,P04,-28846.66,2021-05-03,Active
A001526,C00797,P01,44649.1,2022-09-18,Active
A001527,C00798,P01,17409.46,2019-06-30,Active
A001528,C00799,P03,50666.04,2022-01-19,Active
A001529,C00799,P01,21565.0,2022-07-31,Dormant
A001530,C00799,P06,-117431.88,2024-06-06,Active
A001531,C00800,P01,28660.2,2024-03-31,Active
A001532,C00800,P06,-93911.71,2025-03-04,Active
